City,Population,Latitude,Longitude
sarmellek,1836,46.712212,17.168647
itzig,1836,49.5841667,6.1736111
dichiseni,1836,44.233333,27.533333
foeni,1836,47.7,22.383333
porechye-rybnoye,1836,57.098053,39.383536
rence,1836,45.89,13.6686111
saint-michel-des-saints,1835,46.666667,-73.916667
makrikhorion,1835,39.8,22.4833333
clemencia,1835,-20.2638889,57.7061111
pasaco,1834,13.977222,-90.206389
utila,1834,15.65,-86.35
clones,1834,54.1833333,-7.2333333
sacelu,1834,45.1,23.533333
stelnica,1834,44.416667,27.883333
atocha,1833,-20.9333333,-66.2333333
ombessa,1833,4.6,11.25
akrata,1833,38.15,22.3166667
boghesti,1832,46.166667,27.4
maromitsa,1832,59.868282,48.012274
aseri,1831,59.4505556,26.8675
price,1830,48.6,-68.116667
rosas,1830,2.260928,-76.739863
sasca montana,1830,44.882778,21.703889
berestechko,1830,50.357486,25.115859
arukula,1829,59.3644444,25.0772222
tasiilaq,1829,65.6,-37.6333333
salantai,1829,56.0666667,21.5666667
kastellion,1828,35.2,25.3333333
nofoalii,1828,-13.8166667,-171.9166667
madoc,1827,44.516667,-77.483333
atsipopoulon,1826,35.35,24.4333333
hitiaa,1826,-17.6,-149.3
hurezani,1826,44.8,23.65
ilieni,1826,45.8,25.766667
sancraiu,1826,46.833333,22.983333
silistea crucii,1826,44.033333,23.483333
chapais,1824,49.783333,-74.866667
bilciuresti,1824,44.733333,25.8
racovita,1824,45.416667,24.316667
coldstream,1823,55.65,-2.25
santa ana de yusguare,1823,13.3005556,-87.1138889
shirokovskiy,1823,58.842441,57.783226
mokobeng,1822,-22.9833333,27.5833333
garda de sus,1822,46.45,22.816667
clemency,1821,49.5966667,5.8758333
garliciu,1821,44.766667,28.083333
stiuca,1821,45.571389,21.976667
borovoy,1821,63.230047,52.890313
nea karia,1820,40.9075,24.7083333
dobresti,1820,44.966667,25.133333
kungurtug,1820,50.599444,97.522778
mapua,1819,-41.25,173.1
leleasca,1819,44.783333,24.433333
tortoman,1819,44.35,28.216667
penhold,1818,52.133333,-113.866667
vartop,1818,44.2,23.35
hnaberd,1817,40.6427778,44.1444444
arimis,1817,14.7833333,-86
el guapinol,1817,13.7666667,-87.4666667
tandzut,1816,40.0772222,44.0886111
porto walter,1816,-8.261111,-72.738889
sonder bjert,1815,55.452724,9.56741
nodeland,1815,58.15,7.85
balmedie,1814,57.25,-2.05
fagernes,1813,60.983333,9.25
kromberk,1813,45.9608333,13.6655556
gramada,1812,43.8344444,22.6586111
mesopotamia,1812,40.5,21.1666667
noramarg,1811,40.0236111,44.4244444
tasco,1811,5.910443,-72.780012
seleron,1811,41.1333333,25
ilama,1811,15.0666667,-88.2166667
cesvaine,1811,56.9666667,26.3166667
valcelele,1811,45.083333,26.633333
bolshaya vishera,1811,58.914611,32.08712
coronini,1810,44.725833,21.687222
saint andrews,1809,45.066667,-67.033333
promakhoi,1809,41.0252778,22
natalicio talavera,1809,-25.633333,-56.3
chernelytsya,1809,48.812068,25.424771
derac,1808,19.65,-71.8166667
branisca,1808,45.916667,22.783333
scarisoara,1808,46.466667,22.85
tukan,1808,53.8409,57.4552
primorsko,1807,42.2666667,27.7666667
muir of ord,1807,57.516667,-4.45
pittenweem,1807,56.2,-2.733333
vao,1807,-22.6666667,167.4833333
quebrada bonita adentro,1807,9.3,-79.7
avram iancu,1806,46.383333,22.783333
bordesti,1806,45.55,27.05
tarnalelesz,1805,48.05,20.183333
atagay,1805,55.1033,99.3875
namasigue,1804,13.2047222,-87.1388889
voskehask,1803,40.7383333,43.7758333
milverton,1803,43.566667,-80.933333
strathblane,1803,55.966667,-4.3
ios,1803,36.7333333,25.2833333
saint george,1802,32.3816667,-64.6780556
tibana,1802,5.317284,-73.396548
krasnaya zarya,1802,52.7825,37.680556
solginskiy,1802,61.05,41.342778
orslev,1801,55.043558,11.967918
paralia,1801,40.2680556,22.5952778
hylkje,1801,60.510278,5.354444
sallama,1800,32.89443,35.369313
afrikanda,1800,67.442893,32.782792
totness,1800,5.8833333,-56.3166667
chervone,1800,51.770056,34.067288
nakapiripirit,1800,1.8144444,34.7136111
sofikon,1799,37.8,23.05
olaszliszka,1799,48.25,21.433333
kontokalion,1798,39.6452778,19.8494444
dabaca,1798,46.983333,23.666667
yabluniv,1798,48.404178,24.93874
vilaka,1797,57.1833333,27.6833333
cornesti,1797,47.033333,23.683333
zolnoye,1797,53.4421,49.7978
ashcroft,1796,50.716667,-121.266667
dunmore east,1795,52.1513889,-6.9861111
mantoudion,1794,38.8,23.4833333
sisavan,1793,39.9,44.6666667
wynyard,1793,51.766667,-104.183333
peque,1793,7.021225,-75.909262
beidaud,1793,44.716667,28.566667
bow island,1792,49.866667,-111.366667
pili,1791,39.4580556,21.6188889
lamani,1791,14.2,-87.6166667
brabova,1791,44.366667,23.433333
pombas,1790,17.15,-25.0166667
escobal,1790,9.1472222,-79.9619444
san jeronimo,1789,14.6333333,-87.6
san jose,1789,14.9,-88.7166667
timrat,1789,32.703611,35.226667
mallama,1788,1.137396,-77.848901
chiojdeanca,1788,45.166667,26.266667
sobolevo,1787,54.298333,155.961111
monok,1786,48.216667,21.15
darpas,1785,40.8380556,44.4233333
san vicente de bique,1784,8.9166667,-79.6833333
proti,1783,40.95,24
atenas de san cristobal,1783,15.6833333,-87.3166667
borgarnes,1783,64.533333,-21.916667
aryiropoulion,1782,39.8333333,22.3
espeland,1782,60.383333,5.466667
bulls,1781,-40.166667,175.383333
mosetse,1780,-20.75,26.65
karlshus,1780,59.35,10.866667
lamont,1779,53.75,-112.783333
rudovci,1779,44.366667,20.416667
seda,1778,57.65,25.75
san agustin,1777,14.8166667,-88.9333333
kalloni,1776,39.2327778,26.2080556
oxford,1776,-43.3,172.183333
poco das trincheiras,1775,-9.3,-37.266667
sopot,1775,44.519722,20.573611
shatoy,1775,42.871431,45.688646
torfyanoy,1775,58.4916,49.197862
sachica,1774,5.584528,-73.54184
filotas,1774,40.6333333,21.7
kefar shemaryahu,1774,32.185556,34.821944
pristol,1774,44.224722,22.709167
kali,1773,40.82,22.1752778
balaceanu,1773,45.266667,27.15
vishnyakovskiye dachi,1773,55.764705,38.133338
roberto payan,1772,1.696594,-78.244817
lofos,1772,40.2447222,22.3797222
bacia,1772,45.8,23.016667
manastireni,1771,46.766667,23.083333
stony mountain,1770,50.066667,-97.216667
castlerea,1770,53.7666667,-8.5
peregu mare,1770,46.233333,20.9
sociedad,1770,13.7,-88.0166667
khiliomodion,1769,37.8166667,22.8666667
dorobantu,1769,44.95,28.266667
largu,1769,44.966667,27.15
vigrestad,1768,58.566667,5.7
serpneve,1768,46.30094,29.019579
ayios yeoryios,1767,40.6011111,22.1941667
proastion,1766,39.4886111,21.9025
bathsheba,1765,13.2166667,-59.5166667
kropotkin,1765,58.509444,115.321667
platanos,1764,37.6666667,21.6166667
nokaneng,1763,-19.6666667,22.2666667
ayios petros,1763,40.8647222,22.5763889
dashtavan,1762,40.1016667,44.3905556
atuona,1762,-9.8,-139.0333333
cincu,1762,45.916667,24.8
danville,1761,45.783333,-72.016667
eftimie murgu,1761,44.900278,22.092778
samur,1760,41.632544,48.430248
breznita-motru,1760,44.566667,23.216667
agualote,1759,15.3352778,-88.5530556
oranmore,1758,53.2683333,-8.92
sanmihaiul-almasului,1758,47.016667,23.3
borodino,1758,46.3025,29.241667
shenavan,1757,40.05,43.9333333
pirapo,1757,-26.85,-55.533333
manastiur,1757,45.816667,22.066667
kobojango,1756,-21.8166667,28.7833333
densus,1756,45.583333,22.8
verkhozim,1756,52.712213,45.418028
kirknewton,1755,55.883333,-3.416667
bjala,1753,43.45,25.7333333
kato glikovrisi,1753,36.8333333,22.7833333
achutupo,1753,9.2,-77.9833333
souris,1752,49.616667,-100.25
plean,1752,56.05,-3.866667
lintgen,1752,49.7158333,6.1336111
voicesti,1752,44.6,24.283333
noyakert,1751,39.8166667,44.6669444
clarence town,1751,23.1,-74.9833333
kardia,1751,40.4677778,22.9947222
kato lekhonia,1751,39.3333333,23.0333333
cornatelu,1751,44.75,25.666667
aita mare,1750,45.966667,25.55
faaone,1747,-17.6666667,-149.3
bucium,1747,46.233333,23.216667
sidvokodvo,1747,-26.6166667,31.45
yeghegnut,1746,40.0902778,44.1625
norwood,1746,44.383333,-77.983333
harboore,1745,56.617356,8.182675
hortobagy,1745,47.583333,21.166667
san joaquin,1745,-24.95,-56.116667
podlesnyy,1745,53.940033,38.26872
filotion,1744,37.05,25.5
orje,1744,59.483333,11.65
basyanovskiy,1744,58.308889,60.739113
cockburn harbour,1744,21.4833333,-71.5333333
sexsmith,1743,55.35,-118.783333
balloch,1743,56,-4.583333
thornton,1743,56.166667,-3.15
morris,1742,49.35,-97.366667
saint-honore,1742,47.716667,-69.133333
macheta,1742,5.081541,-73.607613
aberdour,1742,56.05,-3.3
ozora,1742,46.751333,18.400095
poplaca,1742,45.716667,24.05
chebsara,1742,59.146295,38.756893
el balsamo,1741,15.0666667,-87.4666667
rypefjord,1741,70.633333,23.666667
arkhipovka,1741,56.662923,41.254339
chochkan,1740,41.1861111,44.8313889
viimsi,1740,59.4966667,24.8422222
sarbeni,1740,44.466667,25.383333
exokhi,1739,40.0975,20.7402778
bakreswar,1739,23.883333,87.366667
santa maria,1739,8.1166667,-80.6666667
arapi,1738,40.7797222,43.8005556
pir,1738,47.466667,22.366667
one hundred mile house,1737,51.65,-121.283333
salama,1737,15.75,-85.9666667
tiszasuly,1737,47.383333,20.4
bakloh,1737,32.466667,75.916667
benesat,1737,47.416667,23.3
romuli,1737,47.533333,24.433333
achisu,1737,42.651969,47.682816
pangai,1737,-19.8,-174.35
arboleda,1736,1.508584,-77.124435
imues,1736,1.060715,-77.500442
balint,1736,45.8125,21.853611
dobrin,1736,47.283333,23.133333
lashma,1736,54.932105,41.143788
ciuperceni,1735,44.933333,23.016667
guadalupe,1734,6.81449,-75.240634
abbeyfeale,1734,52.3813889,-9.3025
geaca,1734,46.866667,24.1
inverkip,1733,55.9,-4.866667
karad,1733,46.690758,17.841356
skiros,1732,38.9041667,24.5630556
jocon,1731,15.2833333,-86.9666667
lesnyye polyany,1731,59.003137,52.418024
khashtarak,1728,40.9386111,45.1797222
pilot butte,1728,50.466667,-104.416667
earlston,1728,55.633333,-2.666667
skopelos,1728,39.0297222,26.4483333
mayakovski,1727,40.2522222,44.6383333
rust,1726,47.8,16.666667
killybegs,1725,54.6333333,-8.45
lapugiu de jos,1725,45.883333,22.483333
samsud,1725,47.35,22.95
san jose,1724,5.001667,-75.752222
mionica,1724,44.251944,20.081667
nuevo emperador,1723,8.9988889,-79.7272222
athira,1722,40.8252778,22.5833333
arenal,1722,15.35,-86.8333333
ramna,1721,45.438333,21.688333
sanmartin,1721,46.9,23.566667
kangalassy,1721,62.346389,129.962778
poopo,1720,-18.3666667,-66.9666667
pemagatsel,1720,27.0333333,91.45
linkuva,1720,56.0855556,23.9725
chiheru de jos,1720,46.683333,24.883333
areni,1718,39.7208333,45.1838889
thesprotikon,1718,39.25,20.7847222
madulari,1718,45.033333,24
el espino,1717,8.8394444,-79.85
jitia,1717,45.583333,26.716667
watford,1716,42.95,-81.883333
betulia,1716,6.900694,-73.283472
mrgavan,1713,39.9661111,44.5333333
visegrad,1713,47.78526,18.970897
cootehill,1713,54.0725,-7.0819444
lianoveryion,1712,40.6377778,22.5030556
ritini,1711,40.2869444,22.2808333
san antonio,1711,15.3333333,-87.15
abbeyleix,1711,52.8991667,-7.3575
priekule,1711,55.5536111,21.3266667
pauleni-ciuc,1711,46.4,25.833333
lernapat,1710,40.82,44.3972222
narsaq,1709,77.3025,-68.8425
seica mica,1709,46.05,24.133333
staryy merchyk,1709,49.97489,35.770176
klisura,1708,42.7,24.45
la uvita,1708,6.316839,-72.560321
primorskiy,1708,43.098333,131.5875
georgetown,1708,13.2666667,-61.1166667
ballinrobe,1707,53.6333333,-9.2333333
colquechaca,1706,-18.6666667,-66.0166667
nakusp,1706,50.233333,-117.8
moi,1705,58.466667,6.533333
vermes,1705,45.520556,21.659722
trikala,1704,40.5980556,22.5566667
argavand,1703,40.1580556,44.44
zoniana,1703,35.3,24.8333333
atima,1703,14.9333333,-88.4833333
el obraje,1703,14,-86.4333333
guayape,1703,14.7166667,-86.8333333
bailieborough,1703,53.9166667,-6.9666667
sayabec,1702,48.55,-67.683333
arkhaia korinthos,1701,37.9166667,22.8833333
chaupal,1701,30.95,77.583333
mazsalaca,1701,57.8666667,25.05
leninsk,1701,54.903056,59.8675
listvyanka,1700,51.8535,104.8693
cucunuba,1699,5.249578,-73.766096
shorapani,1699,42.0958333,43.1155556
edelira,1699,-26.75,-55.266667
husnicioara,1699,44.678056,22.8425
almaznyy,1699,62.449167,114.327778
visim,1699,57.6488,59.5014
criciova,1698,45.633333,22.066667
ocote paulino,1697,15.4166667,-87.6
izvoru berheciului,1697,46.583333,27.216667
jrashen,1696,40.0547222,44.5133333
tsotilion,1695,40.2666667,21.3166667
hofn,1695,64.25,-15.216667
foeni,1695,45.498611,20.875833
voineasa,1695,45.416667,23.95
krusa,1694,54.85097,9.40129
tumanyan,1693,40.9633333,44.6516667
crevenicu,1693,44.240833,25.588611
kamenka,1693,44.456944,136.012222
polyanka,1693,50.258358,27.688087
macesu de sus,1692,43.916667,23.7
nicolae balcescu,1692,44.45,26.766667
hebertville,1691,48.4,-71.683333
baghramyan,1690,40.1908333,43.8494444
gameza,1690,5.80263,-72.805865
watrous,1689,51.666667,-105.466667
kintore,1688,57.216667,-2.35
portsoy,1688,57.683333,-2.683333
santa rita,1687,14.9166667,-88.2166667
nucsoara,1687,45.333333,24.783333
cap-aux-meules,1686,47.383333,-61.866667
castlecomer,1686,52.8061111,-7.2105556
breaza,1686,47.616667,25.333333
oncesti,1686,46.466667,27.25
magan,1686,62.105278,129.527778
pandamatenga,1685,-18.2666667,25.65
englehart,1685,47.816667,-79.866667
saint-donat-de-montcalm,1685,46.316667,-74.216667
douglas,1685,55.55,-3.85
churuquita grande,1685,8.6,-80.2666667
kodra,1685,50.594882,29.558735
alban,1684,4.876608,-74.437683
burghead,1684,57.7,-3.483333
los naranjos,1684,14.9,-88.05
bulbucata,1682,44.283333,25.803333
paicol,1681,2.449623,-75.775003
piryetos,1681,39.9186111,22.5927778
sannat,1681,36.024444,14.242778
mosteni,1681,43.866667,25.133333
middleton,1680,44.95,-65.066667
ventaquemada,1680,5.367531,-73.520746
cucerdea,1680,46.4,24.266667
recea cristur,1680,47.066667,23.533333
staropyshminsk,1679,56.938672,60.902947
buzhakan,1678,40.4552778,44.5205556
marmora,1678,44.483333,-77.683333
sortova,1678,8.55,-82.65
gazoros,1677,41.0166667,23.7666667
cuilco,1677,15.4,-91.966667
brightwater,1677,-41.383333,173.116667
pervoavgustovskiy,1677,52.2264,35.0552
chichis,1676,45.783333,25.8
amasia,1675,40.9466667,43.7813889
hopeman,1675,57.7,-3.416667
baile tusnad,1675,46.15,25.85
balakhninskiy,1675,58.010556,114.276944
bet yizhaq,1674,32.327511,34.88878
yate,1674,-22.15,166.9
puerto caimito,1674,8.8666667,-79.7166667
yelyzavethradka,1673,48.803812,32.404595
shatin,1671,39.8333333,45.3016667
pencaitland,1671,55.9,-2.883333
ayia marina,1671,35.5166667,23.9333333
el chichicaste,1671,14.0666667,-86.3
kosmynino,1670,57.550838,40.737585
matanza,1669,7.322333,-73.015161
liberta,1668,17.0333333,-61.7833333
la estancia,1668,15.2833333,-87.55
la pena,1667,5.198474,-74.393677
omboue,1667,-1.5666667,9.25
aiyira,1666,38.15,22.35
ayios loukas,1666,40.7194444,22.295
batagay-alyta,1666,67.800556,130.411389
exaplatanos,1665,40.9772222,22.125
livaderon,1663,40.0333333,21.9333333
canilla,1663,15.166667,-90.85
wakefield,1663,-41.4,173.05
saladoblanco,1662,1.992439,-76.043353
mustvee,1662,58.8486111,26.9397222
moerewa,1662,-35.383333,174.033333
hudson bay,1661,52.85,-102.383333
gachala,1661,4.692441,-73.520421
saceni,1661,44.233333,25.066667
rosia de secas,1660,46.05,23.883333
saint aubin,1659,-20.4916667,57.5413889
frolishchi,1659,56.421772,42.651873
shaunavon,1658,49.65,-108.416667
kehlen,1658,49.6683333,6.0358333
aserrio de gariche,1658,8.4833333,-82.8
palestina de los altos,1657,14.933333,-91.7
colotenango,1656,15.416667,-91.716667
athboy,1656,53.6186111,-6.9205556
tilisca,1656,45.8,23.85
yubileynyy,1656,58.781024,57.777818
perama,1655,35.3697222,24.6972222
olopa,1655,14.683333,-89.35
orocuina,1655,13.4816667,-87.105
veisiejai,1654,54.1,23.7
kabelvag,1654,68.211389,14.481667
la loma,1654,8.1666667,-80.6333333
beloostrov,1654,60.151185,30.001511
cocobeach,1653,0.9833333,9.6
dolega,1653,8.5666667,-82.4166667
union,1653,-24.8,-56.55
boisoara,1653,45.433333,24.383333
lisa,1653,45.716667,24.85
betsiamites,1652,48.95,-68.65
little current,1652,45.966667,-81.933333
ailigandi,1652,9.2333333,-78.0166667
riverton,1651,-46.35,168.016667
manolas,1650,38.05,21.35
macesu de jos,1650,43.883333,23.716667
la belleza,1649,5.790833,-73.848889
tarbolton,1649,55.5,-4.483333
neon ayionerion,1649,40.8086111,22.7002778
prosperous,1649,53.2902778,-6.7538889
rathdrum,1649,52.9263889,-6.2355556
almasu mare,1649,46.1,23.133333
marisel,1649,46.65,23.133333
teya,1649,60.377778,92.626667
herran,1648,7.506108,-72.483321
el pedernal,1648,14.7,-87.1166667
patitirion,1647,39.15,23.8666667
petresti,1646,47.6,22.366667
pocola,1646,46.683333,22.283333
totoral,1645,-18.5166667,-66.8666667
rizia,1645,41.6166667,26.4333333
kaminskiy,1645,57.151593,41.473181
marmashen,1644,40.8375,43.7719444
pemberton,1644,50.316667,-122.816667
san diego de los banos,1643,22.6466667,-83.3697222
jucuaran,1643,13.2538889,-88.2477778
indian head,1642,50.533333,-103.666667
pusztaszer,1642,46.550832,19.988235
edgecumbe,1642,-37.983333,176.833333
itape,1641,-25.85,-56.616667
sambata,1641,46.8,22.2
el paisnal,1641,13.9736111,-89.2186111
melrose,1640,55.583333,-2.716667
alepou,1640,39.6102778,19.8888889
ayios matthaios,1640,39.4958333,19.8730556
gurbanesti,1640,44.383333,26.7
inverness,1639,46.233333,-61.283333
labateca,1639,7.298474,-72.494432
tuta,1639,5.689655,-73.227789
novki,1639,56.363864,41.086548
ous,1639,60.905833,61.518611
san antonio,1638,14.4333333,-88.5833333
tepusteca,1638,15.4166667,-86.3166667
samarai,1638,-10.6166667,150.6666667
izvoru crisului,1638,46.833333,23.1
paravakar,1637,40.9805556,45.3991667
guaca,1637,6.876209,-72.85594
ramygala,1637,55.5166667,24.3
caraguatay,1637,-25.233333,-56.816667
san juan de opoa,1636,14.7833333,-88.7
oystese,1636,60.383333,6.216667
gjusvik,1635,58.2,8.033333
surdila-greci,1635,45.066667,27.266667
viisoara,1635,46.283333,24.6
apaga,1634,40.0961111,44.2511111
san mateo,1634,6.401106,-72.555629
san jose de tarros,1634,15.3,-88.7
frekhaug,1633,60.517222,5.246111
vershino-shakhtaminskiy,1633,51.3012,117.8868
coyah,1632,9.7055556,-13.3769444
mitikas,1632,38.4333333,23.65
mgachi,1632,51.05,142.266667
examilia,1631,37.9,22.9333333
narkevychi,1631,49.517173,26.641782
seoni,1630,31.243611,77.123056
kalavrita,1629,38.0322222,22.1125
cluny,1629,-20.3669444,57.6038889
giurgeni,1629,44.766667,27.883333
sacu,1629,45.566667,22.116667
kanturk,1628,52.1666667,-8.9
gravdal,1628,68.121389,13.503056
faragau,1628,46.766667,24.516667
burgeo,1627,47.6,-57.633333
kercem,1627,36.041944,14.226667
tweed,1626,44.466667,-77.3
vianden,1626,49.935,6.2088889
lumby,1625,50.25,-118.966667
ureki,1625,41.9886111,41.7633333
baljevac,1625,43.3925,20.636389
gornyy,1625,50.760833,136.439722
hamcearca,1624,45.116667,28.366667
arevshat,1623,40.6486111,44.0444444
mrgashen,1623,40.285,44.5422222
kavasilas,1623,37.8666667,21.2666667
san antonio sacatepequez,1623,14.966667,-91.733333
sibinal,1623,15.133333,-92.05
otta,1623,61.766667,9.533333
dormidontovka,1623,47.77,134.913333
chivor,1622,4.885556,-73.368889
belen,1621,-23.466111,-57.261944
vima mica,1621,47.4,23.716667
klyuchevskiy,1621,53.5317,119.4519
cruden bay,1620,57.416667,-1.833333
koroni,1620,36.8,21.95
bouloupari,1619,-21.8666667,166.05
finca blanco,1618,8.3833333,-82.8666667
loyga,1618,61.078451,44.607501
berezivka,1618,49.44107,35.711669
caicedo,1617,6.405108,-75.982548
kato assos,1617,37.95,22.8333333
lifford,1617,54.8319444,-7.4836111
sacuieu,1617,46.833333,22.933333
doune,1616,56.2,-4.083333
san fernando,1615,9.268325,-74.530213
vathi,1615,37.7666667,23.4833333
varser,1614,40.5561111,44.9111111
sehithwa,1614,-20.4666667,22.7166667
gambo,1614,48.783333,-54.216667
angelokastron,1614,38.5666667,21.3
sanmihaiu de campie,1614,46.9,24.333333
sincai,1614,46.65,24.383333
sovetakan,1613,40.1133333,44.0552778
krasnofarfornyy,1613,59.136403,31.850232
herbeumont,1612,49.783333,5.233333
gasa,1612,27.9166667,89.6833333
balteni,1612,46.666667,27.616667
yertarskiy,1612,56.790156,64.299516
zarubino,1612,58.735,33.475556
bon accord,1611,53.833333,-113.416667
ano mera,1611,37.45,25.4
kiria,1611,41.1,24.2833333
los algarrobos,1611,8.0166667,-81.35
yaviza,1611,8.1833333,-77.6833333
smulti,1611,45.933333,27.75
el roble,1610,8.1666667,-80.65
uglezavodsk,1610,47.316667,142.616667
susa,1609,5.451899,-73.814362
layou,1609,13.2,-61.2666667
shawville,1608,45.6,-76.483333
palaiokhorion,1607,40.95,24.1833333
pentapolis,1607,41.05,23.6833333
aygeshat,1606,40.0666667,44.0666667
atintis,1606,46.433333,24.1
buinsk,1606,55.195,47.0608
balfron,1605,56.066667,-4.333333
contadero,1604,0.907001,-77.547289
coulihaut,1604,15.4833333,-61.4833333
verdikoussa,1603,39.7802778,21.9722222
thomastown,1603,52.5266667,-7.1372222
angoram,1603,-4.0666667,144.0666667
el carmen,1602,6.697358,-73.511165
stangaceaua,1602,44.6,23.316667
papineauville,1600,45.616667,-75.016667
kamarion,1599,36.8,25.8166667
skodje,1599,62.516667,6.716667
geghamavan,1597,40.5619444,44.8827778
nor armavir,1597,40.0866667,43.99
mountrath,1597,52.9988889,-7.4727778
nea pella,1595,40.7661111,22.4855556
silivainiotika,1595,38.1666667,22.3333333
rizomilos,1594,39.4333333,22.75
casabianca,1593,5.079586,-75.120591
ziyamet,1593,35.4708333,34.1416667
strenci,1593,57.6166667,25.6833333
darfield,1593,-43.483333,172.116667
kichera,1593,55.9375,110.099722
pouembout,1592,-21.1333333,164.9
pokrovsk-uralskiy,1592,60.139942,59.823393
letham,1591,56.616667,-2.766667
san juan ermita,1590,14.766667,-89.433333
floyita,1589,40.2666667,23.2166667
nein,1588,32.630634,35.348847
rumat heib,1588,32.779167,35.306944
tairua,1588,-37.016667,175.85
horia,1588,45.016667,28.45
shenavan,1587,40.4861111,44.3825
altina,1587,45.933333,24.466667
viani,1586,4.87384,-74.562439
pelasyia,1586,38.95,22.8333333
san bartolome jocotenango,1586,15.192778,-91.077222
banagher,1586,53.1886111,-7.9866667
heisdorf,1586,49.6686111,6.1422222
basesti,1586,47.483333,23.15
beba,1586,46.133333,20.316667
druzhba,1586,49.042506,25.450549
vatne,1585,62.566667,6.65
asuaju de sus,1585,47.566667,23.183333
gaitanion,1584,37.7833333,20.8666667
zapotitlan,1583,14.133333,-89.833333
verbita,1583,44.3,23.166667
chesterville,1582,45.1,-75.216667
carndonagh,1581,55.25,-7.2666667
monor,1581,46.966667,24.7
bolshiye kaybitsy,1581,55.403581,48.185204
sabile,1580,57.05,22.5833333
chiradzulu,1580,-15.7,35.1833333
buena vista,1580,-26.183333,-56.083333
kehtna,1579,58.9302778,24.8780556
corbu,1579,46.983333,25.7
ribita,1579,46.183333,22.766667
nkoyaphiri,1578,-24.6322222,25.8313889
west linton,1578,55.75,-3.35
porgera,1578,-5.4666667,143.2
priiskovyy,1578,51.933333,116.633333
san antonio del tequendama,1577,4.618889,-74.353889
agarak,1575,40.3077778,44.2847222
carberry,1575,49.866667,-99.35
independencia,1575,-25.716667,-56.25
wembley,1574,55.15,-119.15
kerkini,1573,41.2166667,23.0833333
bogdanita,1573,46.45,27.683333
tsalka,1572,41.5913889,44.0869444
mitropoli,1572,39.3394444,21.8369444
cuyali,1572,13.8833333,-86.55
pramanta,1570,39.5230556,21.1013889
vagur,1569,61.4666667,-6.8166667
cookshire,1568,45.416667,-71.616667
fairlie,1568,55.75,-4.85
poum,1568,-20.2333333,164.0166667
skoppum,1567,59.383333,10.416667
nitchidorf,1567,45.583333,21.533333
muhororo,1567,0.9380556,30.7594444
ucluelet,1566,48.933333,-125.516667
dunmanway,1566,51.7166667,-9.1166667
madarjac,1566,47.05,27.25
camotan,1565,14.816667,-89.366667
novoye leushino,1565,56.807324,40.514434
arcabuco,1564,5.754629,-73.436694
stromness,1564,58.95,-3.3
megalokhorion,1564,39.5594444,21.8408333
chotepe,1564,15.4166667,-87.9833333
ormstown,1562,45.133333,-74
pinawa,1562,50.15,-95.883333
necsesti,1562,44.25,25.15
voloshka,1562,61.331389,40.085833
corrales,1561,5.829683,-72.843321
sevastiana,1561,40.7680556,22.1202778
grindu,1561,45.4,28.216667
kritsa,1560,35.1666667,25.65
livadiya,1560,44.474813,34.144374
macamic,1559,48.766667,-79
ayapa,1559,15.1,-87.15
eischen,1559,49.6855556,5.8786111
oancea,1559,45.916667,28.1
sarulesti,1559,45.5,26.75
ano poroia,1558,41.2833333,23.0333333
mithimna,1558,39.3666667,26.1666667
pedasi,1558,7.5333333,-80.0333333
boissevain,1557,49.233333,-100.05
pacayas,1556,9.807087,-84.047638
andros,1556,37.8333333,24.9333333
arnissa,1556,40.8,21.8333333
spassk,1556,52.747,87.7545
gatun,1553,9.2916667,-79.7688889
korifi,1552,40.6,22.5
magoula,1552,38.4166667,23.8333333
la rosa,1552,15.0666667,-87.1666667
lomitas,1552,15.1,-87.2166667
corlatel,1552,44.398611,22.933056
tsaghkahovit,1551,40.6361111,44.2230556
vohma,1551,58.6283333,25.5483333
sensenti,1551,14.4833333,-88.9333333
terebesti,1551,47.683333,22.716667
vultureni,1551,46.966667,23.566667
uralets,1551,57.6382,59.6296
millbrook,1550,44.15,-78.45
chisindia,1550,46.283333,22.1
melsomvik,1549,59.223889,10.344722
ornes,1549,66.866667,13.7
cerchezu,1548,43.816667,28.1
ano komi,1547,40.2333333,21.8333333
ilovat,1547,44.811389,22.767222
milas,1546,46.816667,24.433333
notre-dame-du-lac,1545,47.6,-68.8
magoula,1545,37.0833333,22.4166667
mouzakion,1545,37.7333333,20.8166667
dragu,1545,47.016667,23.4
general delgado,1544,-27.166667,-56.516667
fildu de jos,1542,46.933333,23.066667
bambous virieux,1541,-20.3427778,57.7575
molodizhne,1541,48.177322,32.660154
west lorne,1540,42.6,-81.6
fare,1540,-16.7,-151.0166667
muirkirk,1539,55.516667,-4.05
iracoubo,1539,5.4833333,-53.2166667
gournai,1539,35.3166667,25.2833333
chernaya kholunitsa,1539,58.851145,51.715449
charlestown,1538,17.1333333,-62.6166667
lagos,1535,41.45,26.4666667
bergem,1535,49.525,6.0422222
pappados,1534,39.0394444,26.4547222
qala,1534,36.036111,14.309444
yekimovichi,1534,54.11285,33.296483
anushavan,1532,40.6419444,43.9822222
chester,1531,44.533333,-64.233333
kavili,1531,41.5666667,26.5166667
barna,1531,45.716667,22.05
acquaviva,1530,43.95,12.4166667
isla pucu,1529,-25.3,-56.9
bobosevo,1528,42.1597222,23.0163889
